,match,exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,same_goal,attr_diff,sinc_diff,intel_diff,fun_diff,amb_diff,income_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq
6758,0,3.0,1,15.0,36.0,21.0,0,64.0,10.0,7.5,26.0,10.0,,2.0,0,,2.5,6.0,2.0
6759,0,3.0,0,11.0,16.0,21.0,0,59.5,6.0,15.5,22.5,10.5,,3.0,0,,2.0,6.0,2.0
6760,0,3.0,1,8.0,13.0,15.0,0,63.0,2.0,8.5,20.0,8.0,,2.0,0,,6.0,6.0,2.0
6761,0,3.0,1,8.0,6.0,12.0,0,50.5,12.5,13.0,15.0,8.5,,2.0,0,,2.5,6.0,2.0
6762,1,3.0,1,13.0,15.0,15.0,0,48.5,11.0,9.0,12.5,11.5,,2.0,0,,2.0,6.0,2.0
6763,0,3.0,1,9.0,12.0,15.0,1,54.0,5.0,43.0,4.0,2.0,,4.0,0,,2.0,6.0,2.0
6764,0,3.0,1,18.0,12.0,13.0,0,23.0,53.0,11.5,27.5,14.5,,8.0,0,,3.0,3.0,3.0
6765,0,3.0,1,22.0,22.0,20.0,1,25.5,41.0,24.5,23.5,15.5,,3.0,1,,4.0,3.0,3.0
6766,0,3.0,0,6.0,22.0,15.0,0,26.5,57.5,29.0,18.5,9.5,,2.0,0,,2.0,3.0,3.0
6767,0,3.0,0,14.0,17.0,14.0,1,30.0,50.0,19.0,29.5,7.0,,0.0,0,,3.0,3.0,3.0
6768,0,3.0,0,10.0,20.0,9.0,0,40.5,44.0,12.5,38.0,5.0,,3.0,0,,2.5,3.0,3.0
6769,0,3.0,0,10.0,24.0,19.0,0,36.0,32.0,20.5,31.5,15.5,,8.0,0,,2.0,3.0,3.0
6770,0,3.0,0,19.0,23.0,15.0,0,39.5,38.0,13.5,28.0,13.0,,7.0,0,,6.0,3.0,3.0
6771,0,3.0,0,13.0,24.0,16.0,0,27.0,41.5,18.0,25.0,13.5,,7.0,0,,2.5,3.0,3.0
6772,0,3.0,0,14.0,19.0,7.0,0,25.0,43.0,14.0,25.5,16.5,,7.0,0,,2.0,3.0,3.0
6773,0,3.0,0,14.0,18.0,15.0,1,30.5,39.0,48.0,14.0,7.0,,1.0,0,,2.0,3.0,3.0
6774,0,7.0,1,8.0,12.0,21.0,1,33.0,39.0,25.5,17.0,16.0,,7.0,0,,5.0,5.0,3.0
6775,0,7.0,1,4.0,20.0,10.0,0,35.5,27.0,32.5,11.0,17.0,,2.0,1,,6.0,5.0,3.0
6776,1,7.0,0,16.0,10.0,21.0,0,36.5,43.5,38.0,6.0,11.0,,1.0,0,,4.0,5.0,3.0
6777,0,7.0,0,6.0,9.0,18.0,0,40.0,36.0,28.0,15.0,8.5,,1.0,0,,5.0,5.0,3.0
6778,0,7.0,0,12.0,28.0,23.0,1,50.5,30.0,24.5,26.5,11.5,,2.0,0,,4.5,5.0,3.0
6779,0,7.0,0,18.0,10.0,15.0,1,46.0,24.0,26.5,23.0,17.0,,7.0,0,,4.0,5.0,3.0
6780,0,7.0,0,3.0,19.0,7.0,1,49.5,24.0,27.5,20.5,14.5,,6.0,0,,8.0,5.0,3.0
6781,0,7.0,0,7.0,10.0,6.0,1,37.0,27.5,25.0,15.5,15.0,,6.0,0,,4.5,5.0,3.0
6782,0,7.0,0,6.0,13.0,15.0,1,35.0,29.0,25.0,13.0,18.0,,6.0,0,,4.0,5.0,3.0
6783,0,7.0,0,6.0,10.0,13.0,0,40.5,25.0,59.0,3.5,8.5,,0.0,0,,4.0,5.0,3.0
6784,0,6.0,1,14.0,14.0,20.0,0,29.5,41.5,31.5,18.0,17.5,,5.0,0,,3.5,6.0,5.0
6785,0,6.0,1,12.0,22.0,21.0,1,32.0,29.5,38.5,12.0,18.5,,0.0,0,,4.5,6.0,5.0
6786,1,6.0,0,12.0,20.0,14.0,0,33.0,46.0,44.0,7.0,12.5,,1.0,0,,2.5,6.0,5.0
6787,0,6.0,0,10.0,13.0,9.0,1,36.5,38.5,34.0,16.0,10.0,,3.0,0,,3.5,6.0,5.0
6788,0,6.0,0,12.0,20.0,12.0,0,47.0,32.5,30.5,27.5,10.0,,0.0,0,,3.0,6.0,5.0
6789,0,6.0,0,14.0,24.0,20.0,0,42.5,21.5,32.5,24.0,18.5,,5.0,1,,2.5,6.0,5.0
6790,0,6.0,0,11.0,21.0,16.0,0,46.0,26.5,33.5,21.5,16.0,,4.0,1,,6.5,6.0,5.0
6791,0,6.0,0,9.0,22.0,17.0,0,33.5,30.0,31.0,16.5,16.5,,4.0,0,,3.0,6.0,5.0
6792,0,6.0,0,10.0,21.0,8.0,0,31.5,31.5,31.0,14.0,19.5,,4.0,0,,2.5,6.0,5.0
6793,0,6.0,0,10.0,16.0,16.0,1,37.0,27.5,65.0,2.5,10.0,,2.0,0,,2.5,6.0,5.0
6794,0,5.0,1,14.0,13.0,10.0,0,14.5,12.5,22.5,18.5,11.5,26018.0,6.0,1,,2.5,7.0,3.0
6795,0,5.0,0,15.0,11.0,20.0,0,36.0,24.0,24.0,13.5,6.5,,0.0,0,,2.5,7.0,3.0
6796,0,5.0,0,16.0,23.0,16.0,0,28.5,31.5,13.5,14.0,14.5,,6.0,1,,2.0,7.0,3.0
6797,0,5.0,0,14.0,24.0,19.0,1,11.5,20.0,19.5,20.0,12.0,,4.0,0,,3.0,7.0,3.0
6798,0,5.0,0,16.0,21.0,18.0,0,11.5,17.0,16.5,22.5,8.0,,6.0,0,,2.0,7.0,3.0
6799,0,5.0,1,16.0,26.0,5.0,0,15.0,21.0,23.5,22.5,20.0,39289.0,4.0,0,,2.0,7.0,3.0
6800,0,4.0,0,16.0,13.0,13.0,1,15.5,18.0,23.5,15.5,20.0,,9.0,1,,3.5,6.0,2.0
6801,0,4.0,0,17.0,17.0,23.0,1,37.0,29.5,25.0,10.5,15.0,,3.0,0,,3.5,6.0,2.0
6802,0,4.0,1,18.0,27.0,15.0,0,29.5,37.0,14.5,11.0,26.0,,9.0,1,,3.0,6.0,2.0
6803,0,4.0,1,16.0,34.0,16.0,0,12.5,25.5,20.5,17.0,20.5,,1.0,0,,4.0,6.0,2.0
6804,0,4.0,1,18.0,23.0,21.0,1,12.5,22.5,17.5,19.5,16.5,,9.0,0,,3.0,6.0,2.0
6805,0,4.0,0,12.0,36.0,8.0,0,16.0,26.5,24.5,19.5,28.5,,1.0,0,,3.0,6.0,2.0
6806,1,2.0,0,15.0,20.0,21.0,0,30.0,16.0,20.5,12.0,16.0,,4.0,0,,2.5,6.0,1.0
6807,0,2.0,0,16.0,8.0,21.0,0,51.5,27.5,22.0,7.0,11.0,,2.0,0,,2.5,6.0,1.0
6808,0,2.0,1,21.0,16.0,19.0,0,44.0,35.0,11.5,7.5,20.0,,4.0,0,,2.0,6.0,1.0
6809,0,2.0,1,15.0,23.0,14.0,1,27.0,23.5,17.5,13.5,16.5,,6.0,0,,3.0,6.0,1.0
6810,0,2.0,1,19.0,14.0,21.0,0,27.0,20.5,14.5,16.0,12.5,,4.0,1,,2.0,6.0,1.0
6811,0,2.0,0,19.0,31.0,16.0,0,30.5,24.5,21.5,16.0,24.5,,6.0,0,,2.0,6.0,1.0
6812,0,10.0,0,23.0,16.0,15.0,0,30.5,11.5,28.5,25.5,16.5,30797.0,22.0,0,,1.5,7.0,3.0
6813,0,10.0,0,20.0,18.0,27.0,0,52.0,20.0,30.0,20.5,11.5,,28.0,0,,1.5,7.0,3.0
6814,0,10.0,1,21.0,26.0,21.0,0,44.5,32.5,19.5,21.0,7.5,,22.0,0,,1.0,7.0,3.0
6815,0,10.0,1,17.0,23.0,18.0,0,27.5,14.0,25.5,27.0,16.0,,32.0,0,,2.0,7.0,3.0
6816,0,10.0,1,19.0,24.0,25.0,0,27.5,17.0,22.5,29.5,20.0,,22.0,0,,1.0,7.0,3.0
6817,0,10.0,0,9.0,15.0,12.0,1,31.0,23.0,29.5,29.5,18.0,44068.0,32.0,1,,1.0,7.0,3.0
6818,0,5.0,0,9.0,21.0,24.0,1,53.5,5.0,26.5,19.5,11.5,,4.0,0,,5.5,4.0,1.0
6819,0,5.0,0,8.0,13.0,30.0,1,75.0,13.5,28.0,14.5,6.5,,2.0,0,,5.5,4.0,1.0
6820,1,5.0,1,17.0,25.0,22.0,0,67.5,26.0,17.5,15.0,12.5,,4.0,0,,5.0,4.0,1.0
6821,0,5.0,1,19.0,26.0,21.0,0,50.5,7.5,23.5,21.0,11.0,,6.0,0,,6.0,4.0,1.0
6822,1,5.0,1,13.0,25.0,28.0,1,50.5,10.5,20.5,23.5,15.0,,4.0,1,,5.0,4.0,1.0
6823,0,5.0,0,23.0,36.0,25.0,0,54.0,16.5,27.5,23.5,13.0,,6.0,0,,5.0,4.0,1.0
6824,0,5.0,0,28.0,16.0,16.0,1,37.5,6.5,16.5,32.5,10.5,32791.0,7.0,0,,4.0,5.0,3.0
6825,0,5.0,0,27.0,10.0,22.0,1,59.0,18.0,18.0,27.5,5.5,,1.0,0,,4.0,5.0,3.0
6826,0,5.0,1,12.0,22.0,12.0,0,51.5,25.5,7.5,28.0,15.5,,7.0,0,,3.5,5.0,3.0
6827,0,5.0,1,12.0,27.0,15.0,0,34.5,14.0,13.5,34.0,11.0,,3.0,0,,4.5,5.0,3.0
6828,0,5.0,1,18.0,20.0,20.0,1,34.5,11.0,10.5,36.5,7.0,,7.0,1,,3.5,5.0,3.0
6829,0,5.0,0,6.0,29.0,17.0,0,38.0,15.0,17.5,36.5,19.0,46062.0,3.0,0,,3.5,5.0,3.0
6830,0,8.0,1,14.0,13.0,10.0,0,14.5,12.5,22.5,18.5,11.5,26018.0,6.0,1,,2.5,4.0,2.0
6831,0,8.0,0,16.0,13.0,13.0,1,15.5,18.0,23.5,15.5,20.0,,9.0,1,,3.5,4.0,2.0
6832,1,8.0,0,15.0,20.0,21.0,0,30.0,16.0,20.5,12.0,16.0,,4.0,0,,2.5,4.0,2.0
6833,0,8.0,0,23.0,16.0,15.0,0,30.5,11.5,28.5,25.5,16.5,30797.0,22.0,0,,1.5,4.0,2.0
6834,0,8.0,0,9.0,21.0,24.0,1,53.5,5.0,26.5,19.5,11.5,,4.0,0,,5.5,4.0,2.0
6835,0,8.0,0,28.0,16.0,16.0,1,37.5,6.5,16.5,32.5,10.5,32791.0,7.0,0,,4.0,4.0,2.0
6836,0,7.0,0,15.0,11.0,20.0,0,36.0,24.0,24.0,13.5,6.5,,0.0,0,,2.5,7.0,4.0
6837,0,7.0,0,17.0,17.0,23.0,1,37.0,29.5,25.0,10.5,15.0,,3.0,0,,3.5,7.0,4.0
6838,0,7.0,0,16.0,8.0,21.0,0,51.5,27.5,22.0,7.0,11.0,,2.0,0,,2.5,7.0,4.0
6839,0,7.0,0,20.0,18.0,27.0,0,52.0,20.0,30.0,20.5,11.5,,28.0,0,,1.5,7.0,4.0
6840,0,7.0,0,8.0,13.0,30.0,1,75.0,13.5,28.0,14.5,6.5,,2.0,0,,5.5,7.0,4.0
6841,0,7.0,0,27.0,10.0,22.0,1,59.0,18.0,18.0,27.5,5.5,,1.0,0,,4.0,7.0,4.0
6842,0,8.0,0,16.0,23.0,16.0,0,28.5,31.5,13.5,14.0,14.5,,6.0,1,,2.0,6.0,6.0
6843,0,8.0,1,18.0,27.0,15.0,0,29.5,37.0,14.5,11.0,26.0,,9.0,1,,3.0,6.0,6.0
6844,0,8.0,1,21.0,16.0,19.0,0,44.0,35.0,11.5,7.5,20.0,,4.0,0,,2.0,6.0,6.0
6845,0,8.0,1,21.0,26.0,21.0,0,44.5,32.5,19.5,21.0,7.5,,22.0,0,,1.0,6.0,6.0
6846,1,8.0,1,17.0,25.0,22.0,0,67.5,26.0,17.5,15.0,12.5,,4.0,0,,5.0,6.0,6.0
6847,0,8.0,1,12.0,22.0,12.0,0,51.5,25.5,7.5,28.0,15.5,,7.0,0,,3.5,6.0,6.0
6848,0,5.0,0,14.0,24.0,19.0,1,11.5,20.0,19.5,20.0,12.0,,4.0,0,,3.0,7.0,1.0
6849,0,5.0,1,16.0,34.0,16.0,0,12.5,25.5,20.5,17.0,20.5,,1.0,0,,4.0,7.0,1.0
6850,0,5.0,1,15.0,23.0,14.0,1,27.0,23.5,17.5,13.5,16.5,,6.0,0,,3.0,7.0,1.0
6851,0,5.0,1,17.0,23.0,18.0,0,27.5,14.0,25.5,27.0,16.0,,32.0,0,,2.0,7.0,1.0
6852,0,5.0,1,19.0,26.0,21.0,0,50.5,7.5,23.5,21.0,11.0,,6.0,0,,6.0,7.0,1.0
6853,0,5.0,1,12.0,27.0,15.0,0,34.5,14.0,13.5,34.0,11.0,,3.0,0,,4.5,7.0,1.0
6854,0,5.0,0,16.0,21.0,18.0,0,11.5,17.0,16.5,22.5,8.0,,6.0,0,,2.0,3.0,1.0
6855,0,5.0,1,18.0,23.0,21.0,1,12.5,22.5,17.5,19.5,16.5,,9.0,0,,3.0,3.0,1.0
6856,0,5.0,1,19.0,14.0,21.0,0,27.0,20.5,14.5,16.0,12.5,,4.0,1,,2.0,3.0,1.0
6857,0,5.0,1,19.0,24.0,25.0,0,27.5,17.0,22.5,29.5,20.0,,22.0,0,,1.0,3.0,1.0
6858,1,5.0,1,13.0,25.0,28.0,1,50.5,10.5,20.5,23.5,15.0,,4.0,1,,5.0,3.0,1.0
6859,0,5.0,1,18.0,20.0,20.0,1,34.5,11.0,10.5,36.5,7.0,,7.0,1,,3.5,3.0,1.0
6860,0,4.0,1,16.0,26.0,5.0,0,15.0,21.0,23.5,22.5,20.0,39289.0,4.0,0,,2.0,7.0,3.0
6861,0,4.0,0,12.0,36.0,8.0,0,16.0,26.5,24.5,19.5,28.5,,1.0,0,,3.0,7.0,3.0
6862,0,4.0,0,19.0,31.0,16.0,0,30.5,24.5,21.5,16.0,24.5,,6.0,0,,2.0,7.0,3.0
6863,0,4.0,0,9.0,15.0,12.0,1,31.0,23.0,29.5,29.5,18.0,44068.0,32.0,1,,1.0,7.0,3.0
6864,0,4.0,0,23.0,36.0,25.0,0,54.0,16.5,27.5,23.5,13.0,,6.0,0,,5.0,7.0,3.0
6865,0,4.0,0,6.0,29.0,17.0,0,38.0,15.0,17.5,36.5,19.0,46062.0,3.0,0,,3.5,7.0,3.0
6866,0,5.0,1,7.0,18.0,8.0,0,20.0,23.5,18.0,20.0,17.0,35877.0,1.0,0,,4.5,7.0,1.0
6867,0,5.0,1,14.0,11.0,13.0,0,16.0,11.5,26.0,19.0,19.0,13392.0,6.0,0,,1.5,7.0,1.0
6868,0,5.0,1,11.0,26.0,11.0,1,35.0,21.0,22.0,18.0,17.5,,4.0,0,,1.0,7.0,1.0
6869,0,5.0,0,17.0,21.0,10.0,0,16.0,18.5,23.0,22.0,21.5,8215.0,7.0,0,,1.0,7.0,1.0
6870,0,5.0,0,4.0,15.0,16.0,0,15.5,18.0,24.0,16.0,20.5,,5.0,0,,2.5,7.0,1.0
6871,0,5.0,0,9.0,20.0,7.0,0,15.5,21.0,23.0,15.0,13.0,,8.0,0,,1.0,7.0,1.0
6872,0,5.0,0,9.0,4.0,13.0,0,21.5,29.0,19.5,12.5,16.5,,0.0,0,,1.0,7.0,1.0
6873,0,5.0,0,11.0,17.0,11.0,0,13.0,21.0,22.0,21.0,14.5,,5.0,0,,1.0,7.0,1.0
6874,0,5.0,1,10.0,23.0,18.0,0,16.5,13.0,23.0,20.5,22.5,,4.0,0,,3.5,7.0,1.0
6875,0,5.0,1,12.0,18.0,8.0,0,30.0,19.0,24.0,12.0,16.5,,5.0,0,,3.5,7.0,1.0
6876,0,5.0,0,14.0,22.0,10.0,0,26.0,14.5,30.0,21.0,13.5,,5.0,0,,2.0,7.0,1.0
6877,0,5.0,0,21.0,21.0,20.0,0,23.0,19.0,32.0,28.0,12.5,20794.0,6.0,0,,1.0,7.0,1.0
6878,0,5.0,0,13.0,17.0,17.0,0,26.0,13.0,13.5,30.0,14.0,,4.0,0,,1.0,7.0,1.0
6879,0,5.0,1,20.0,22.0,15.0,0,18.5,26.0,27.5,23.0,19.5,4973.0,6.0,0,,1.5,7.0,1.0
6880,0,5.0,0,13.0,8.0,14.0,0,16.0,23.0,23.5,15.5,19.0,7558.0,8.0,0,,3.0,7.0,1.0
6881,1,7.0,1,22.0,11.0,14.0,0,29.0,24.5,18.0,24.5,17.5,57356.0,1.0,0,,7.5,2.0,1.0
6882,1,7.0,1,11.0,22.0,17.0,0,25.0,12.5,26.0,23.5,18.5,8087.0,6.0,1,,4.5,2.0,1.0
6883,0,7.0,1,10.0,13.0,13.0,1,44.0,22.0,22.0,22.5,18.0,,4.0,0,,4.0,2.0,1.0
6884,0,7.0,0,8.0,8.0,10.0,0,25.0,19.5,23.0,26.5,21.0,13264.0,7.0,0,,4.0,2.0,1.0
6885,0,7.0,0,11.0,12.0,10.0,0,24.5,19.0,24.0,20.5,20.0,,5.0,0,,5.5,2.0,1.0
6886,0,7.0,0,18.0,17.0,19.0,0,24.5,22.0,23.0,19.5,12.5,,8.0,0,,4.0,2.0,1.0
6887,0,7.0,0,24.0,21.0,9.0,0,30.5,30.0,19.5,17.0,16.0,,0.0,0,,4.0,2.0,1.0
6888,0,7.0,0,24.0,8.0,15.0,0,22.0,22.0,22.0,25.5,15.0,,5.0,1,,4.0,2.0,1.0
6889,1,7.0,1,9.0,4.0,14.0,0,25.5,14.0,23.0,25.0,22.0,,4.0,1,,6.5,2.0,1.0
6890,1,7.0,1,19.0,11.0,10.0,0,39.0,20.0,24.0,16.5,16.0,,5.0,0,,6.5,2.0,1.0
6891,1,7.0,0,5.0,5.0,12.0,0,35.0,15.5,30.0,25.5,13.0,,5.0,1,,5.0,2.0,1.0
6892,1,7.0,0,6.0,22.0,16.0,0,32.0,18.0,32.0,32.5,12.0,685.0,6.0,0,,4.0,2.0,1.0
6893,0,7.0,0,12.0,14.0,19.0,0,35.0,14.0,13.5,34.5,13.5,,4.0,0,,4.0,2.0,1.0
6894,0,7.0,1,13.0,9.0,15.0,0,27.5,27.0,27.5,27.5,20.0,16506.0,6.0,0,,4.5,2.0,1.0
6895,1,7.0,0,8.0,19.0,16.0,0,25.0,24.0,23.5,20.0,18.5,13921.0,8.0,0,,6.0,2.0,1.0
6896,0,4.0,0,17.0,9.0,7.0,0,24.0,28.5,13.0,20.5,12.5,11133.0,2.0,1,,6.5,6.0,3.0
6897,1,4.0,0,6.0,18.0,14.0,0,20.0,16.5,21.0,19.5,13.5,60402.0,5.0,0,,3.5,6.0,3.0
6898,0,4.0,0,9.0,21.0,10.0,0,39.0,26.0,17.0,18.5,13.0,,3.0,1,,3.0,6.0,3.0
6899,0,4.0,0,5.0,14.0,9.0,1,20.0,23.5,18.0,22.5,16.0,55225.0,6.0,0,,3.0,6.0,3.0
6900,0,4.0,0,10.0,6.0,15.0,0,19.5,23.0,19.0,16.5,15.0,,4.0,1,,4.5,6.0,3.0
6901,0,4.0,0,13.0,19.0,12.0,0,19.5,26.0,18.0,15.5,7.5,,7.0,0,,3.0,6.0,3.0
6902,0,4.0,0,19.0,11.0,12.0,1,25.5,34.0,14.5,13.0,11.0,,1.0,1,,3.0,6.0,3.0
6903,0,4.0,0,19.0,12.0,10.0,0,17.0,26.0,17.0,21.5,10.0,,4.0,0,,3.0,6.0,3.0
6904,0,4.0,0,4.0,12.0,17.0,0,20.5,18.0,18.0,21.0,17.0,,3.0,0,,5.5,6.0,3.0
6905,0,4.0,0,14.0,5.0,7.0,0,34.0,24.0,19.0,12.5,11.0,,4.0,0,,5.5,6.0,3.0
6906,0,4.0,0,4.0,13.0,11.0,0,30.0,19.5,25.0,21.5,8.0,,4.0,0,,4.0,6.0,3.0
6907,1,4.0,1,11.0,22.0,15.0,0,27.0,24.0,27.0,28.5,7.0,67804.0,5.0,1,,3.0,6.0,3.0
6908,0,4.0,0,7.0,12.0,18.0,0,30.0,18.0,8.5,30.5,8.5,,5.0,0,,3.0,6.0,3.0
6909,1,4.0,0,14.0,17.0,12.0,0,22.5,31.0,22.5,23.5,15.0,51983.0,5.0,0,,3.5,6.0,3.0
6910,0,4.0,1,3.0,11.0,17.0,0,20.0,28.0,18.5,16.0,13.5,54568.0,7.0,0,,5.0,6.0,3.0
6911,0,4.0,0,17.0,10.0,15.0,1,29.5,14.5,19.0,23.5,5.0,,2.0,0,,4.5,3.0,1.0
6912,0,4.0,0,14.0,11.0,12.0,1,25.5,2.5,27.0,22.5,11.0,,5.0,0,,1.5,3.0,1.0
6913,0,4.0,0,9.0,22.0,20.0,0,44.5,12.0,23.0,21.5,5.5,,3.0,0,,1.0,3.0,1.0
6914,0,4.0,1,13.0,17.0,17.0,0,25.5,9.5,24.0,25.5,13.5,,6.0,0,,1.0,3.0,1.0
6915,1,4.0,0,12.0,5.0,9.0,1,25.0,9.0,25.0,19.5,12.5,,4.0,0,,2.5,3.0,1.0
6916,0,4.0,0,15.0,18.0,18.0,0,25.0,12.0,24.0,18.5,5.0,,7.0,0,,1.0,3.0,1.0
6917,0,4.0,1,19.0,10.0,12.0,0,31.0,20.0,20.5,16.0,8.5,,1.0,0,,1.0,3.0,1.0
6918,0,4.0,1,19.0,13.0,14.0,0,22.5,12.0,23.0,24.5,2.5,,4.0,0,,1.0,3.0,1.0
6919,1,4.0,0,10.0,15.0,13.0,0,26.0,4.0,24.0,24.0,14.5,,3.0,0,,3.5,3.0,1.0
6920,0,4.0,0,20.0,8.0,9.0,1,39.5,10.0,25.0,15.5,8.5,,4.0,0,,3.5,3.0,1.0
6921,1,4.0,0,12.0,14.0,19.0,1,35.5,5.5,31.0,24.5,5.5,,4.0,0,,2.0,3.0,1.0
6922,1,4.0,0,11.0,19.0,15.0,1,32.5,8.0,33.0,31.5,4.5,,5.0,0,,1.0,3.0,1.0
6923,1,4.0,1,3.0,11.0,8.0,0,35.5,4.0,14.5,33.5,6.0,,5.0,0,,1.0,3.0,1.0
6924,0,4.0,0,8.0,14.0,12.0,0,28.0,17.0,28.5,26.5,7.5,,5.0,0,,1.5,3.0,1.0
6925,0,4.0,0,11.0,6.0,15.0,1,25.5,14.0,24.5,19.0,11.0,,7.0,0,,3.0,3.0,1.0
6926,0,4.0,0,9.0,16.0,15.0,0,23.0,23.5,23.0,32.0,5.5,60225.0,6.0,0,,4.5,4.0,2.0
6927,1,4.0,0,20.0,23.0,16.0,0,19.0,11.5,31.0,31.0,10.5,10956.0,1.0,0,,1.5,4.0,2.0
6928,0,4.0,0,25.0,6.0,4.0,0,38.0,21.0,27.0,30.0,6.0,,1.0,0,,1.0,4.0,2.0
6929,0,4.0,1,23.0,19.0,13.0,1,19.0,18.5,28.0,34.0,13.0,16133.0,2.0,0,,1.0,4.0,2.0
6930,0,4.0,0,18.0,17.0,23.0,0,18.5,18.0,29.0,28.0,12.0,,0.0,0,,2.5,4.0,2.0
6931,0,4.0,0,11.0,20.0,12.0,0,18.5,21.0,28.0,27.0,4.5,,3.0,1,,1.0,4.0,2.0
6932,0,4.0,1,5.0,18.0,24.0,1,24.5,29.0,24.5,24.5,8.0,,5.0,0,,1.0,4.0,2.0
6933,1,4.0,1,7.0,19.0,18.0,0,16.0,21.0,27.0,33.0,3.0,,0.0,0,,1.0,4.0,2.0
6934,1,4.0,0,20.0,17.0,21.0,0,19.5,13.0,28.0,32.5,14.0,,1.0,0,,3.5,4.0,2.0
6935,0,4.0,0,10.0,16.0,11.0,0,33.0,19.0,29.0,24.0,8.0,,0.0,0,,3.5,4.0,2.0
6936,1,4.0,0,28.0,16.0,17.0,0,29.0,14.5,35.0,33.0,5.0,,0.0,0,,2.0,4.0,2.0
6937,0,4.0,0,35.0,15.0,13.0,0,26.0,19.0,37.0,40.0,4.0,3554.0,1.0,0,,1.0,4.0,2.0
6938,0,4.0,1,21.0,17.0,26.0,0,29.0,13.0,18.5,42.0,5.5,,9.0,0,,1.0,4.0,2.0
6939,0,4.0,0,20.0,4.0,14.0,0,21.5,26.0,32.5,35.0,8.0,19375.0,1.0,0,,1.5,4.0,2.0
6940,1,4.0,0,21.0,22.0,21.0,0,19.0,23.0,28.5,27.5,10.5,16790.0,3.0,0,,3.0,4.0,2.0
6941,0,5.0,0,8.0,17.0,12.0,1,25.0,19.5,22.5,14.5,12.5,,7.0,0,,8.0,5.0,3.0
6942,0,5.0,0,11.0,18.0,11.0,1,21.0,7.5,30.5,13.5,13.5,,0.0,0,,5.0,5.0,3.0
6943,0,5.0,0,12.0,21.0,17.0,0,40.0,17.0,26.5,12.5,13.0,,2.0,0,,4.5,5.0,3.0
6944,0,5.0,1,12.0,20.0,16.0,0,21.0,14.5,27.5,16.5,16.0,,1.0,0,,4.5,5.0,3.0
6945,0,5.0,0,7.0,12.0,14.0,1,20.5,14.0,28.5,10.5,15.0,,1.0,0,,6.0,5.0,3.0
6946,0,5.0,0,10.0,13.0,15.0,0,20.5,17.0,27.5,9.5,7.5,,2.0,1,,4.5,5.0,3.0
6947,0,5.0,1,10.0,17.0,11.0,0,26.5,25.0,24.0,7.0,11.0,,6.0,0,,4.5,5.0,3.0
6948,0,5.0,1,8.0,10.0,11.0,0,18.0,17.0,26.5,15.5,10.0,,1.0,0,,4.5,5.0,3.0
6949,1,5.0,0,7.0,14.0,16.0,0,21.5,9.0,27.5,15.0,17.0,,2.0,0,,7.0,5.0,3.0
6950,0,5.0,0,5.0,17.0,8.0,1,35.0,15.0,28.5,6.5,11.0,,1.0,0,,7.0,5.0,3.0
6951,0,5.0,0,15.0,7.0,18.0,1,31.0,10.5,34.5,15.5,8.0,,1.0,0,,5.5,5.0,3.0
6952,0,5.0,0,22.0,16.0,14.0,1,28.0,13.0,36.5,22.5,7.0,,0.0,0,,4.5,5.0,3.0
6953,0,5.0,1,12.0,12.0,13.0,0,31.0,9.0,18.0,24.5,8.5,,10.0,0,,4.5,5.0,3.0
6954,0,5.0,0,17.0,15.0,15.0,0,23.5,22.0,32.0,17.5,15.0,,0.0,0,,5.0,5.0,3.0
6955,0,5.0,0,8.0,15.0,12.0,1,21.0,19.0,28.0,10.0,13.5,,2.0,0,,6.5,5.0,3.0
6956,0,4.0,0,23.0,7.0,6.0,1,18.5,28.5,23.0,22.0,9.0,,2.0,0,,4.5,4.0,2.0
6957,1,4.0,0,10.0,20.0,17.0,1,14.5,16.5,31.0,21.0,7.0,,5.0,0,,1.5,4.0,2.0
6958,0,4.0,0,11.0,13.0,13.0,0,33.5,26.0,27.0,20.0,9.5,,3.0,0,,1.0,4.0,2.0
6959,0,4.0,0,7.0,6.0,8.0,0,14.5,23.5,28.0,24.0,9.5,,6.0,0,,1.0,4.0,2.0
6960,0,4.0,0,16.0,14.0,20.0,1,14.0,23.0,29.0,18.0,8.5,,4.0,0,,2.5,4.0,2.0
6961,0,4.0,1,19.0,15.0,9.0,0,14.0,26.0,28.0,17.0,1.0,,7.0,0,,1.0,4.0,2.0
6962,0,4.0,0,25.0,21.0,19.0,0,20.0,34.0,24.5,14.5,5.5,,1.0,0,,1.0,4.0,2.0
6963,0,4.0,0,25.0,14.0,19.0,0,11.5,26.0,27.0,23.0,6.5,,4.0,0,,1.0,4.0,2.0
6964,0,4.0,0,10.0,6.0,20.0,0,15.0,18.0,28.0,22.5,10.5,,3.0,0,,3.5,4.0,2.0
6965,0,4.0,0,20.0,11.0,18.0,1,28.5,24.0,29.0,14.0,4.5,,4.0,0,,3.5,4.0,2.0
6966,0,4.0,1,6.0,13.0,12.0,1,24.5,19.5,35.0,23.0,4.5,,4.0,0,,2.0,4.0,2.0
6967,1,4.0,0,5.0,28.0,20.0,1,21.5,24.0,37.0,30.0,0.5,,5.0,0,,1.0,4.0,2.0
6968,0,4.0,0,9.0,20.0,23.0,0,24.5,18.0,18.5,32.0,2.0,,5.0,0,,1.0,4.0,2.0
